classe,metodo,f1_score,recall,fbeta_score,precisions_score,auc_scores,tempo_corrido,matriz_da_confusao
cd_box,entropy_shannon,79.24107142857142%,73.49896480331263%,83.13817330210773%,86.59735080472866%,83.64122945417508%,0.4163839817047119s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 875, 'fp': 58, 'fn': 128, 'tp': 355}"
cd_box,entropy_shannon,79.72972972972974%,79.19463087248322%,80.05427408412484%,85.36682365253793%,85.10815134955429%,0.37167978286743164s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 882, 'fp': 87, 'fn': 93, 'tp': 354}"
cd_box,entropy_shannon,79.08496732026144%,78.40172786177105%,79.5006570302234%,84.68719625847618%,84.3740013915361%,0.33882927894592285s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 861, 'fp': 92, 'fn': 100, 'tp': 363}"
cd_box,entropy_shannon,80.17524644030668%,76.56903765690377%,82.50676284941389%,86.36050476290906%,84.60648044892096%,0.33859896659851074s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 869, 'fp': 69, 'fn': 112, 'tp': 366}"
cd_box,entropy_shannon,79.37219730941703%,74.21383647798741%,82.82639213851192%,86.50674626578241%,83.85878192376474%,0.339214563369751s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 878, 'fp': 61, 'fn': 123, 'tp': 354}"
cd_box,entropy_tsallis,80.59701492537313%,81.29032258064515%,80.18667798048365%,85.34477926818059%,85.65041891387673%,0.37089109420776367s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 856, 'fp': 95, 'fn': 87, 'tp': 378}"
cd_box,entropy_tsallis,77.7056277056277%,77.87418655097615%,77.6048421962819%,83.41737697710312%,83.4920670974776%,0.6021907329559326s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 851, 'fp': 104, 'fn': 102, 'tp': 359}"
cd_box,entropy_tsallis,82.19780219780219%,81.48148148148148%,82.6336721166593%,87.05926955642613%,86.71775223499361%,0.3648347854614258s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 880, 'fp': 77, 'fn': 85, 'tp': 374}"
cd_box,entropy_tsallis,80.81896551724137%,81.87772925764192%,80.19674935842602%,85.50672484368674%,85.98061828226564%,0.38808631896972656s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 863, 'fp': 95, 'fn': 83, 'tp': 375}"
cd_box,entropy_tsallis,81.26361655773421%,78.36134453781513%,83.11051693404634%,86.90709580309773%,85.51045950295011%,0.3475003242492676s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 871, 'fp': 69, 'fn': 103, 'tp': 373}"
cd_box,complex,100.0%,100.0%,100.0%,100.0%,100.0%,0.7058732509613037s,"{'class': 'cd_box', 'method': 'complex', 'tn': 977, 'fp': 0, 'fn': 0, 'tp': 439}"
cd_box,complex,99.68717413972888%,99.37629937629939%,99.87463435018803%,99.84008528784648%,99.6881496881497%,0.5897152423858643s,"{'class': 'cd_box', 'method': 'complex', 'tn': 935, 'fp': 0, 'fn': 3, 'tp': 478}"
cd_box,complex,99.89118607181719%,99.78260869565217%,99.95644599303134%,99.94775339602926%,99.8913043478261%,0.6111247539520264s,"{'class': 'cd_box', 'method': 'complex', 'tn': 956, 'fp': 0, 'fn': 1, 'tp': 459}"
cd_box,complex,99.78768577494692%,99.57627118644068%,99.91496598639455%,99.89429175475686%,99.78813559322035%,0.6134274005889893s,"{'class': 'cd_box', 'method': 'complex', 'tn': 944, 'fp': 0, 'fn': 2, 'tp': 470}"
cd_box,complex,99.7872340425532%,99.57537154989384%,99.91478483170006%,99.89440337909187%,99.78768577494692%,0.6155612468719482s,"{'class': 'cd_box', 'method': 'complex', 'tn': 945, 'fp': 0, 'fn': 2, 'tp': 469}"
haca_box,fourier_real,95.72649572649573%,94.27609427609428%,96.61835748792271%,97.7311939268461%,96.7200743062812%,0.6209442615509033s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 949, 'fp': 8, 'fn': 17, 'tp': 280}"
haca_box,fourier_real,96.55172413793103%,94.5945945945946%,97.76536312849161%,98.4710323798461%,97.08852903007393%,0.6915438175201416s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 954, 'fp': 4, 'fn': 16, 'tp': 280}"
haca_box,fourier_real,96.35761589403974%,94.1747572815534%,97.71658831430491%,98.38355631749174%,96.87573842913648%,0.5998024940490723s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 941, 'fp': 4, 'fn': 18, 'tp': 291}"
haca_box,fourier_real,95.41864139020537%,94.375%,96.0559796437659%,97.28638217109797%,96.59863490364026%,0.6041841506958008s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 923, 'fp': 11, 'fn': 18, 'tp': 302}"
haca_box,fourier_real,96.38554216867469%,94.5945945945946%,97.49303621169916%,98.29721362229103%,97.03633696326807%,0.5967674255371094s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 953, 'fp': 5, 'fn': 16, 'tp': 280}"
haca_box,fourier_zcurve,96.93251533742331%,95.46827794561933%,97.83281733746131%,98.41732527972273%,97.46328306815094%,0.63309645652771s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 918, 'fp': 5, 'fn': 15, 'tp': 316}"
haca_box,fourier_zcurve,96.84908789386401%,96.05263157894737%,97.33333333333333%,98.2011591868182%,97.6578947368421%,0.6215529441833496s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 943, 'fp': 7, 'fn': 12, 'tp': 292}"
haca_box,fourier_zcurve,97.5609756097561%,97.71986970684038%,97.46588693957115%,98.33131984294775%,98.43754836978766%,0.6065981388092041s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 939, 'fp': 8, 'fn': 7, 'tp': 300}"
haca_box,fourier_zcurve,96.7741935483871%,95.84664536741214%,97.3393900064893%,98.17355681751734%,97.5513779440674%,0.5982275009155273s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 934, 'fp': 7, 'fn': 13, 'tp': 300}"
haca_box,fourier_zcurve,97.12351945854483%,95.66666666666667%,98.01912568306011%,98.63774073717228%,97.62368972746332%,0.5872070789337158s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 950, 'fp': 4, 'fn': 13, 'tp': 287}"
haca_box,entropy_shannon,38.69565217391304%,29.86577181208054%,47.04016913319239%,67.89953873287206%,61.11489427424112%,0.31894516944885254s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 883, 'fp': 73, 'fn': 209, 'tp': 89}"
haca_box,entropy_shannon,38.1578947368421%,27.974276527331188%,48.82154882154882%,69.90081154192967%,60.911846641184155%,0.3584330081939697s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 885, 'fp': 58, 'fn': 224, 'tp': 87}"
haca_box,entropy_shannon,38.864628820960704%,29.372937293729372%,48.21235102925244%,68.97355367049224%,61.21643710112337%,0.4755289554595947s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 885, 'fp': 66, 'fn': 214, 'tp': 89}"
haca_box,entropy_shannon,40.0%,29.931972789115648%,50.113895216400905%,70.84095742050344%,61.94515306122449%,0.3862802982330322s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 902, 'fp': 58, 'fn': 206, 'tp': 88}"
haca_box,entropy_shannon,36.84210526315789%,27.09677419354839%,46.97986577181208%,68.56856733099252%,60.264488791689445%,0.33960413932800293s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 882, 'fp': 62, 'fn': 226, 'tp': 84}"
haca_box,entropy_tsallis,54.85714285714286%,45.0%,63.1578947368421%,76.73300937013184%,69.23447537473233%,0.35216617584228516s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 873, 'fp': 61, 'fn': 176, 'tp': 144}"
haca_box,entropy_tsallis,53.00751879699248%,47.0%,57.410423452768725%,72.60906606383696%,68.73060796645703%,0.4305126667022705s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 863, 'fp': 91, 'fn': 159, 'tp': 141}"
haca_box,entropy_tsallis,53.28185328185329%,44.66019417475729%,60.26200873362445%,74.83253588516746%,68.57348333076489%,0.31646180152893066s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 874, 'fp': 71, 'fn': 171, 'tp': 138}"
haca_box,entropy_tsallis,52.93005671077504%,46.82274247491639%,57.42411812961444%,72.67111073369566%,68.69932935264144%,0.3290407657623291s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 865, 'fp': 90, 'fn': 159, 'tp': 140}"
haca_box,entropy_tsallis,52.1904761904762%,45.666666666666664%,57.08333333333333%,72.52413346290898%,68.22117400419286%,0.3344452381134033s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 866, 'fp': 88, 'fn': 163, 'tp': 137}"
haca_box,complex,97.93322734499205%,96.85534591194968%,98.59154929577466%,98.98746219392852%,98.26741654571843%,0.6875388622283936s,"{'class': 'haca_box', 'method': 'complex', 'tn': 933, 'fp': 3, 'fn': 10, 'tp': 308}"
haca_box,complex,96.81742043551088%,94.44444444444444%,98.29931972789116%,98.77369902902228%,97.1167369901547%,0.6879832744598389s,"{'class': 'haca_box', 'method': 'complex', 'tn': 946, 'fp': 2, 'fn': 17, 'tp': 289}"
haca_box,complex,98.20554649265905%,96.78456591639872%,99.07834101382488%,99.3092270020591%,98.33926068884622%,0.7365381717681885s,"{'class': 'haca_box', 'method': 'complex', 'tn': 942, 'fp': 1, 'fn': 10, 'tp': 301}"
haca_box,complex,97.62340036563072%,96.0431654676259%,98.59675036927621%,99.06987715358633%,97.91912371741951%,0.7705802917480469s,"{'class': 'haca_box', 'method': 'complex', 'tn': 974, 'fp': 2, 'fn': 11, 'tp': 267}"
haca_box,complex,97.52066115702479%,96.09120521172639%,98.39893262174783%,98.86902923254051%,97.88720767450098%,0.9345557689666748s,"{'class': 'haca_box', 'method': 'complex', 'tn': 944, 'fp': 3, 'fn': 12, 'tp': 295}"
