classe,metodo,f1_score,recall,fbeta_score,precisions_score,auc_scores,tempo_corrido,matriz_da_confusao
cd_box,complex,99.5505617977528%,99.5505617977528%,99.5505617977528%,99.67229428713593%,99.67229428713593%,0.5759274959564209s,"{'class': 'cd_box', 'method': 'complex', 'tn': 969, 'fp': 2, 'fn': 2, 'tp': 443}"
cd_box,complex,99.89484752891693%,99.78991596638656%,99.95791245791246%,99.94686503719447%,99.89495798319328%,0.5717580318450928s,"{'class': 'cd_box', 'method': 'complex', 'tn': 940, 'fp': 0, 'fn': 1, 'tp': 475}"
cd_box,complex,100.0%,100.0%,100.0%,100.0%,100.0%,0.6098916530609131s,"{'class': 'cd_box', 'method': 'complex', 'tn': 953, 'fp': 0, 'fn': 0, 'tp': 463}"
cd_box,complex,99.77777777777777%,99.77777777777777%,99.77777777777777%,99.83712905452036%,99.83712905452036%,0.5912156105041504s,"{'class': 'cd_box', 'method': 'complex', 'tn': 965, 'fp': 1, 'fn': 1, 'tp': 449}"
haca_box,fourier_real,95.37953795379536%,92.62820512820514%,97.11021505376343%,97.9517431972789%,96.04870978278622%,0.5873210430145264s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 937, 'fp': 5, 'fn': 23, 'tp': 289}"
haca_box,fourier_real,96.37305699481867%,94.89795918367348%,97.2803347280335%,98.1733746130031%,97.13647959183673%,0.646245002746582s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 954, 'fp': 6, 'fn': 15, 'tp': 279}"
haca_box,fourier_real,96.12141652613828%,92.83387622149837%,98.20813232253617%,98.68881118881119%,96.3641398002951%,0.5625154972076416s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 946, 'fp': 1, 'fn': 22, 'tp': 285}"
haca_box,fourier_real,95.15570934256057%,91.9732441471572%,97.17314487632508%,98.05238489109456%,95.77719798980897%,0.5589592456817627s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 951, 'fp': 4, 'fn': 24, 'tp': 275}"
haca_box,fourier_real,95.87628865979383%,93.93939393939394%,97.07724425887267%,98.0185758513932%,96.65621734587252%,0.5994739532470703s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 951, 'fp': 6, 'fn': 18, 'tp': 279}"
haca_box,fourier_zcurve,96.42857142857142%,93.39622641509435%,98.34437086092716%,98.73388840526803%,96.64469440412837%,0.557873010635376s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 935, 'fp': 1, 'fn': 21, 'tp': 297}"
haca_box,fourier_zcurve,96.15384615384615%,94.50171821305841%,97.17314487632508%,98.11018495828654%,96.93933262677842%,0.5874524116516113s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 957, 'fp': 6, 'fn': 16, 'tp': 275}"
haca_box,fourier_zcurve,96.54088050314465%,95.9375%,96.90656565656566%,97.88298561442336%,97.48695128479658%,0.5900619029998779s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 925, 'fp': 9, 'fn': 13, 'tp': 307}"
haca_box,fourier_zcurve,97.91332263242376%,97.75641025641025%,98.00771208226219%,98.66421388944772%,98.55973379062551%,0.5799758434295654s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 936, 'fp': 6, 'fn': 7, 'tp': 305}"
haca_box,fourier_zcurve,96.75324675324676%,94.90445859872611%,97.8975032851511%,98.49741220991707%,97.23946334191625%,0.6026015281677246s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 936, 'fp': 4, 'fn': 16, 'tp': 298}"
haca_box,entropy_shannon,41.75824175824175%,32.534246575342465%,50.31779661016949%,70.11268999567008%,62.7328197533677%,0.33205389976501465s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 894, 'fp': 68, 'fn': 197, 'tp': 95}"
haca_box,entropy_shannon,41.1522633744856%,33.670033670033675%,47.48338081671415%,67.20620016394663%,62.18506908162082%,0.31927967071533203s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 868, 'fp': 89, 'fn': 197, 'tp': 100}"
haca_box,entropy_shannon,38.56502242152466%,28.762541806020064%,48.47801578354002%,69.63110447431005%,61.187553625523115%,0.31975817680358887s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 894, 'fp': 61, 'fn': 213, 'tp': 86}"
haca_box,entropy_shannon,42.127659574468076%,34.375%,48.72047244094488%,68.38250369033952%,62.89143374741201%,0.3155081272125244s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 883, 'fp': 83, 'fn': 189, 'tp': 99}"
haca_box,entropy_shannon,39.002267573696145%,28.762541806020064%,49.596309111880046%,70.70435201134866%,61.44933373023517%,0.3105771541595459s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 899, 'fp': 56, 'fn': 213, 'tp': 86}"
haca_box,entropy_tsallis,54.64895635673626%,45.0%,62.7177700348432%,76.37764212449649%,69.12740899357601%,0.3499178886413574s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 871, 'fp': 63, 'fn': 176, 'tp': 144}"
haca_box,entropy_tsallis,54.509803921568626%,47.27891156462585%,60.01727115716753%,74.70964461571398%,69.62903911564625%,0.4346325397491455s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 883, 'fp': 77, 'fn': 155, 'tp': 139}"
haca_box,entropy_tsallis,55.65862708719852%,48.07692307692308%,61.47540983606557%,75.15259791789094%,69.95141270618977%,0.34530115127563477s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 865, 'fp': 77, 'fn': 162, 'tp': 150}"
haca_box,entropy_tsallis,54.19847328244275%,44.099378881987576%,62.831858407079636%,76.59338177163724%,68.83080532082212%,0.3056669235229492s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 872, 'fp': 60, 'fn': 180, 'tp': 142}"
haca_box,entropy_tsallis,60.43165467625899%,52.17391304347826%,66.77265500794913%,78.34841628959276%,72.5461839895503%,0.313507080078125s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 866, 'fp': 66, 'fn': 154, 'tp': 168}"
haca_box,complex,97.68211920529801%,97.03947368421053%,98.07180851063828%,98.69496855345912%,98.25657894736842%,0.6915488243103027s,"{'class': 'haca_box', 'method': 'complex', 'tn': 945, 'fp': 5, 'fn': 9, 'tp': 295}"
haca_box,complex,97.97297297297298%,96.66666666666667%,98.77384196185287%,99.13778372682482%,98.22851153039832%,0.6500794887542725s,"{'class': 'haca_box', 'method': 'complex', 'tn': 952, 'fp': 2, 'fn': 10, 'tp': 290}"
haca_box,complex,97.72727272727273%,96.1661341853035%,98.68852459016394%,99.03905217020124%,97.9767971670407%,0.6849203109741211s,"{'class': 'haca_box', 'method': 'complex', 'tn': 939, 'fp': 2, 'fn': 12, 'tp': 301}"
haca_box,complex,97.9933110367893%,96.38157894736842%,98.98648648648648%,99.25701530612245%,98.13815789473682%,0.6968605518341064s,"{'class': 'haca_box', 'method': 'complex', 'tn': 949, 'fp': 1, 'fn': 11, 'tp': 293}"
haca_box,complex,97.72727272727272%,95.85987261146497%,98.88304862023652%,99.15166397684902%,97.87674481637077%,0.6533472537994385s,"{'class': 'haca_box', 'method': 'complex', 'tn': 939, 'fp': 1, 'fn': 13, 'tp': 301}"
